Sexo;Categoria;Deporte;F.Nacimiento;Nombre_Equipo;Temporada;Municipio;C.P.;Competicion;Instalacion;Distrito
MIXTO;BENJAMIN                                          ;AJEDREZ                                           ;26/06/2013;CAPABLANCA                                        ;2020;Madrid                                            ;28016;JUEGOS DEPORTIVOS MUNICIPALES                     ;OLIVILLO                                          ;CHAMARTIN                
MIXTO;BENJAMIN                                          ;AJEDREZ                                           ;10/05/2012;CAPABLANCA                                        ;2020;Madrid                                            ;28016;JUEGOS DEPORTIVOS MUNICIPALES                     ;OLIVILLO                                          ;CHAMARTIN                
MIXTO;BENJAMIN                                          ;AJEDREZ                                           ;23/04/2012;CAPABLANCA                                        ;2020;Madrid                                            ;28016;JUEGOS DEPORTIVOS MUNICIPALES                     ;OLIVILLO                                          ;CHAMARTIN                
MIXTO;BENJAMIN                                          ;AJEDREZ                                           ;30/10/2012;CAPABLANCA                                        ;2020;Madrid                                            ;28016;JUEGOS DEPORTIVOS MUNICIPALES                     ;OLIVILLO                                          ;CHAMARTIN                
MIXTO;BENJAMIN                                          ;AJEDREZ                                           ;06/07/2012;CAPABLANCA                                        ;2020;Madrid                                            ;28016;JUEGOS DEPORTIVOS MUNICIPALES                     ;OLIVILLO                                          ;CHAMARTIN                
MIXTO;BENJAMIN                                          ;AJEDREZ                                           ;12/07/2011;CAPABLANCA                                        ;2020;Madrid                                            ;28016;JUEGOS DEPORTIVOS MUNICIPALES                     ;OLIVILLO                                          ;CHAMARTIN                
MIXTO;BENJAMIN                                          ;AJEDREZ                                           ;15/01/2013;CAPABLANCA                                        ;2020;Madrid                                            ;28016;JUEGOS DEPORTIVOS MUNICIPALES                     ;OLIVILLO                                          ;CHAMARTIN                
MIXTO;BENJAMIN                                          ;AJEDREZ                                           ;20/04/2013;CAPABLANCA                                        ;2020;Madrid                                            ;28016;JUEGOS DEPORTIVOS MUNICIPALES                     ;OLIVILLO                                          ;CHAMARTIN                
MIXTO;BENJAMIN                                          ;AJEDREZ                                           ;20/04/2013;CAPABLANCA                                        ;2020;Madrid                                            ;28016;JUEGOS DEPORTIVOS MUNICIPALES                     ;OLIVILLO                                          ;CHAMARTIN                
MIXTO;BENJAMIN                                          ;AJEDREZ                                           ;15/07/2013;CAPABLANCA                                        ;2020;Madrid                                            ;28016;JUEGOS DEPORTIVOS MUNICIPALES                     ;OLIVILLO                                          ;CHAMARTIN                
MIXTO;BENJAMIN                                          ;AJEDREZ                                           ;01/12/2013;CAPABLANCA                                        ;2020;Madrid                                            ;28016;JUEGOS DEPORTIVOS MUNICIPALES                     ;OLIVILLO                                          ;CHAMARTIN                
MIXTO;BENJAMIN                                          ;AJEDREZ                                           ;29/09/2013;CAPABLANCA                                        ;2020;Madrid                                            ;28016;JUEGOS DEPORTIVOS MUNICIPALES                     ;OLIVILLO                                          ;CHAMARTIN                
MIXTO;BENJAMIN                                          ;AJEDREZ                                           ;04/03/2013;CAPABLANCA                                        ;2020;Madrid                                            ;28016;JUEGOS DEPORTIVOS MUNICIPALES                     ;OLIVILLO                                          ;CHAMARTIN                
MIXTO;BENJAMIN                                          ;AJEDREZ                                           ;17/06/2013;CAPABLANCA                                        ;2020;Madrid                                            ;28016;JUEGOS DEPORTIVOS MUNICIPALES                     ;OLIVILLO                                          ;CHAMARTIN                
MIXTO;BENJAMIN                                          ;AJEDREZ                                           ;06/03/2013;CAPABLANCA                                        ;2020;Madrid                                            ;28016;JUEGOS DEPORTIVOS MUNICIPALES                     ;OLIVILLO                                          ;CHAMARTIN                
MIXTO;BENJAMIN                                          ;AJEDREZ                                           ;30/06/2011;CAPABLANCA                                        ;2020;Madrid                                            ;28016;JUEGOS DEPORTIVOS MUNICIPALES                     ;OLIVILLO                                          ;CHAMARTIN                
MIXTO;BENJAMIN                                          ;AJEDREZ                                           ;06/12/2013;CAPABLANCA                                        ;2020;Madrid                                            ;28016;JUEGOS DEPORTIVOS MUNICIPALES                     ;OLIVILLO                                          ;CHAMARTIN                
MIXTO;BENJAMIN                                          ;AJEDREZ                                           ;27/09/2011;CAPABLANCA                                        ;2020;Madrid                                            ;28016;JUEGOS DEPORTIVOS MUNICIPALES                     ;OLIVILLO                                          ;CHAMARTIN                
